Species,DISEASE,AGENT,TYPE,SYNDROME,MEASURES,Source,Source_1,souce,Soure
Thunnus thynnus,NA,Platocystis alalongae,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Rhipidocotyle septpapillata,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Sterrhurus imocavus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Wedlia bipartita,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Wedlia orientalis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Microsporidian sp.,Microsporea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Caballerocotyla goueri,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caballerocotyla magronum,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caballerocotyla sp.,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hexostoma acutum,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hexostoma albsmithi,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hexostoma dissimile,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hexostoma thynni,Monogenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Kuhnia thunni,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Metapseudaxine ventrosicula,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Nasicola hogansi,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Nasicola klawei,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Neohexostoma extensicaudatum,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Neohexostoma thunninae,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Sibitrema poonui,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Tristomella interrupta,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Tristomella laevis,Monogenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Tristomella nozawae,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Tristomella onchidiocotyle,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Kudoa thunni,Myxozoa,NA,NA,"Mladineo I, Miletić I, Bočina I. Photobacterium damselae subsp. piscicida outbreak in cage‐reared Atlantic bluefin tuna Thunnus thynnus. Journal of aquatic animal health. 2006 Mar;18(1):51-4.","Mladineo, I., Žilić, J. and Čanković, M., 2008. Health survey of Atlantic bluefin tuna, Thunnus thynnus (Linnaeus, 1758), reared in Adriatic cages from 2003 to 2006. Journal of the world aquaculture society, 39(2), pp.281-289.",NA,NA
Thunnus thynnus,NA,Caballerocotyla albsmithi,Myxozosporea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Anisakis simplex,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Hysterothylacium aduncum,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Oncophora melanocephala,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Philometra sp.,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Lateolabrax japonicus,Lymphocystis,Iridovirus,Virus,"Skin, fins & occasionally gills with enlarged white or pale red dermal fibroblasts (cauliflower-like growths)",No known treatment; disinfection of culture systems; quar,"Kihara, H., 1991. Iridovirus infectious disease of yellowtail, Seriola quinqueradiata. J. Yoshoku, disease leaflet no. 164.",NA,NA,NA
Lateolabrax japonicus,Nocardiosis,Nocardia seriolae,Bacteria,"a lethal granulomatous disease of the skin, muscle, and various inner tissues affecting various teleost and shellfish. ",NA,https://www.fishbase.se/summary/4589,NA,NA,NA
Lateolabrax japonicus,Vibriosis,Vibrio ponticus ,Bacteria,NA,NA,https://www.fishbase.se/summary/4590,NA,NA,NA
Lateolabrax japonicus,Lymphocystis disease,Lymphocystis disease virus (LDV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Viral nervous necrosis (VNN),Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Vibriosis,Vibrio anguillarum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Vibriosis,Vibrio harveyi,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Photobacterium infection,Photobacterium damselae subsp. damseke,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Pseudomonas infection,Pseudomonas sp.,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Edwardsiellosis,Edwardsiella tarda,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Streptococcicosis,Streptococcus iniae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Streptococcicosis,Streptococcus parauberis,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Streptococcicosis,Lactococcus garvieae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Scuticociliatidosis,Scuticociliatida,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Trichodinosis,Trichodina spp.,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lateolabrax japonicus,Crustacean infestation,Allela macrotrachelus,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Trachinotus blochii,NA,Caligus epinepheli,Copepoda,NA,NA,"Sea Lice (Copepoda, Caligidae) Parasitic on Carangid Fishes of Taiwan",NA,NA,NA
Pagrus auratus,NA,Lamellodiscus pagrosomus,Monogenea,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Choricotyle australensis,Monogenea,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Bivagina pagrosomi,Monogenea,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Proctoeces sp.,Digenea,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Diptherostomum sp.,Digenea,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Phyllobothriidae,Cestoda,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Cucullanus sp.,Nematoda,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,NA,Naricolax chrysophryenus,Copepoda,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Pagrus auratus,Lymphocystis,Iridovirus,Virus,NA,NA,NA,NA,NA,NA
Pagrus auratus,Mycotic Disease,Scytalidium infestans,Fungus,NA,NA,"Mycotic Disease of Juvenile Red Sea Bream, Pagrus major, Caused by Scytalidium infestans",NA,NA,NA
Pagrus auratus,NA,Flexibacter maritimus,Bacteria,NA,NA,https://www.fishbase.de/summary/Pagrus-major.html,NA,NA,NA
Pagrus auratus,Vibriosis,Vibrio sp.,Bacteria,NA,NA,https://www.fishbase.de/summary/Pagrus-major.html,NA,NA,NA
Pagrus auratus,Edwardsiellosis,Edwardsiella,Bacteria,NA,NA,https://www.fishbase.de/summary/Pagrus-major.html,NA,NA,NA
Pagrus auratus,Epitheliocystis,Chlamydia,Bacteria,NA,NA,https://www.fishbase.de/summary/Pagrus-major.html,NA,NA,NA
Pagrus auratus,Red seabream iridoviral disease,Red sea bream iridovirus (RSIV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Lymphocystis disease,Lymphocystis disease virus (LDV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Viral nervous necrosis (VNN),Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Vibriosis,Vibrio anguillarum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Vibriosis,Vibrio harveyi,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Photobacterium infection,Photobacterium damselae subsp. damseke,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Pseudomonas infection,Pseudomonas sp.,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Edwardsiellosis,Edwardsiella tarda,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Streptococcicosis,Streptococcus iniae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Streptococcicosis,Streptococcus parauberis,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Streptococcicosis,Lactococcus garvieae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Scuticociliatidosis,Scuticociliatida,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Trichodinosis,Trichodina spp.,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Crustacean infestation,Allela macrotrachelus,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Edwardsiellosis,Edwardsiella tarda,Bacteria,NA,NA,https://www.fishbase.se/summary/Paralichthys-olivaceus.html,NA,NA,NA
Paralichthys olivaceus,NA,Parvicapsula ,Myxosporea,NA,NA,https://www.fishbase.se/summary/Paralichthys-olivaceus.html,NA,NA,NA
Paralichthys olivaceus,NA,Rhabdovirus,Virus,NA,NA,https://www.fishbase.se/summary/Paralichthys-olivaceus.html,NA,NA,NA
Paralichthys olivaceus,Monogenean infestation,Bivagina tai,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Rhabdoviral infection,Hirame rhabdovirus (HIRRV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Birnavirus infection,YAV,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Viral hemorrhagic septicemia (VHS),Viral hemorrhagic septicemia virus (VHSV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Viral epidermal hyperplasia,Flounder herpesvirus (FHV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Bacterial enteritis,Vibrio ichthyoenteri,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Lymphocystis disease,Lymphocystis disease virus (LDV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Viral nervous necrosis (VNN),Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Vibriosis,Vibrio anguillarum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Vibriosis,Vibrio harveyi,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Photobacterium infection,Photobacterium damselae subsp. damseke,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Pseudomonas infection,Pseudomonas sp.,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Streptococcicosis,Streptococcus iniae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Streptococcicosis,Streptococcus parauberis,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Streptococcicosis,Lactococcus garvieae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Scuticociliatidosis,Scuticociliatida,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Trichodinosis,Trichodina spp.,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,IPN (Infectious Pancreatic necrosis),IPN,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,https://www.cabi.org/ISC/datasheet/79273,NA,NA,NA
Sebastes schlegelii,NA,Microcotyle sebastis,Monogenean,NA,NA,"Kim, C.S., J.B. Cho, K.J. Ahn, J.I. Lee and K.H. Kim, 2002. Treatment of Microcotyle sebastis (Monogenea:Polyopisthocotylea) infestation with praziquantel under commercial rockfish (Sebastes schlegeli) culture conditions. J. Fish. Sci. Technol. 5(2):141-143.",NA,NA,NA
Sebastes schlegelii,Lymphocystis disease,Lymphocystis disease virus (LDV),Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Viral nervous necrosis (VNN),Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Vibriosis,Vibrio anguillarum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Vibriosis,Vibrio harveyi,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Photobacterium infection,Photobacterium damselae subsp. damseke,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Pseudomonas infection,Pseudomonas sp.,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Edwardsiellosis,Edwardsiella tarda,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Streptococcicosis,Streptococcus iniae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Streptococcicosis,Streptococcus parauberis,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Streptococcicosis,Lactococcus garvieae,Bacteria,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Scuticociliatidosis,Scuticociliatida,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Trichodinosis,Trichodina spp.,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Crustacean infestation,Allela macrotrachelus,Parasite,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Seriola quinqueradiata,Iridovirus infection. Also known as Viral Splenic Virus (VSN),VSN,Virus,Abnormally hypertrophic cells in the spleen,Exclude potentially infected fish,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D9,NA,NA,NA
Seriola quinqueradiata,Pancreatic-hepatic necrosis of amberjack. Also known as Yellowtail Ascite Virus (YAV),YAV,Virus,Moribund fry show anaemic gills; haemorrhaging in the liver; ascites; and petechiae in the pyloric caeca,Exclude potentially infected fish,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D10,NA,NA,NA
Seriola quinqueradiata,Vibriosis,Vibrio anguillarum,Bacterium,Progressive reddening of fins and skin; skin ulceration; extensive muscular necrosis; internal haemorrhaging; reduced activity,Oral administration of sulfa drugs or antibiotics; limiting densities in cages; daily surveillance during feeding; keeping the fish well fed and in good condition,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D11,NA,NA,NA
Seriola quinqueradiata,Pseudotuberculosis,Pasteurella piscicida,Bacterium,"Formation of white nodes on the internal organs (spleen, kidney); during mild outbreaks, these symptoms may not appear; can be diagnosed using commercially available diagnostic kits when suspected",Oral administration of antibiotics; due to high risk involved with outbreak of this disease growers used to administer prophylactic doses of medication,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D12,NA,NA,NA
Seriola quinqueradiata,Streptococcus infection,Streptococcu ssp.,Bacteria,Bleeding inside the gills; sores on the fins; ulcers on the base of the tail,Oral administration of antibiotics; limiting densities in cages; supplying good quality feed; avoiding over-feeding; prompt removal of infected fish,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D13,NA,NA,NA
Seriola quinqueradiata,Nocardia,Nocardia kampachi,Bacterium,Swollen lesions and ulcers on body surface; nodules sometimes present on gills,Control restricted to avoiding introduction of infected fish or fish products,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D14,NA,NA,NA
Seriola quinqueradiata,Fungal infection,Ichthyosporidiumsp.,Fungi,"Affects circulation system and some other organs of the fish; clinical signs seen only when infection is well established, which may include change of appearance, deformity, emaciation, colour changes and loss of balance","No effective treatment, although a combination of oral and in-water medication with 2-phenoxyethanol has been recommended; prompt removal of infected fish; stop feeding raw fish or raw fish based products",http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D15,NA,NA,NA
Seriola quinqueradiata,Flatworm infection,Bendenia seriolae,Trematode,"Attaches to skin; at the site of attachment fish secrete viscous fluid and develop a sore as the fish rub the site against the side of the pen; skin peels off, exposing the flesh","Prevented by dipping the stock in freshwater for 5 min, every 10-14 days or by dipping the stock in aerated seawater containing 500 ppm hydrogen peroxide for 5-7 min",http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D16,NA,NA,NA
Seriola quinqueradiata,Trematode infection,Axine heterocerca,Trematode,"Found in the gills, which may cause a fatal anaemia",Cured with various drugs or by placing the fish in strong salt water (100 ‰) for 2 to 4 min,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D17,NA,NA,NA
Seriola quinqueradiata,Lymphocystis disease,Lymphocystis disease virus (LDV),Virus,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Viral nervous necrosis (VNN),Piscine nodavirus,Virus,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Vibriosis,Vibrio harveyi,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Photobacterium infection,Photobacterium damselae subsp. damseke,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Pseudomonas infection,Pseudomonas sp.,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Edwardsiellosis,Edwardsiella tarda,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Gliding bacterial disease,Tenacibaculum maritimum,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Streptococcicosis,Streptococcus iniae,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Streptococcicosis,Streptococcus parauberis,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Streptococcicosis,Lactococcus garvieae,Bacteria,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Scuticociliatidosis,Scuticociliatida,Parasite,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Trichodinosis,Trichodina spp.,Parasite,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Crustacean infestation,Allela macrotrachelus,Parasite,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,IPN (Infectious Pancreatic necrosis),IPN,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,https://www.cabi.org/ISC/datasheet/79273,NA,NA,NA
