Species,DISEASE,AGENT,TYPE,SYNDROME,MEASURES,Source,Source_1,souce,Soure
Mugil cephalus,Gill myxobolosis,Myxobolus goensis,Myxozoa,Gill infestation,Environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C10
Dicentrarchus labrax,Myxosporidiosis,Ceratomyxa labraci,Myxozoa,Reduced production; reduced growth rate; low mortality,No treatment,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,NA,NA,NA
Scophthalmus maximus,Myxosporidiosis,Enteromysum scophthalmi,Myxozoa,Numerous white cysts on the skin and gills,Density reduction; complete disinfection of facilities,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Dicentrarchus labrax,Myxosporidiosis,Glugea sp.,Myxozoa,Reduced production; low mortality,No treatment,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,NA,NA,NA
Salmo salar,Myxosporidiosis,Henneguya salminicola ,Myxozoa,NA,NA,https://en.wikipedia.org/wiki/Columnaris,NA,NA,NA
Lates calcarifer,Myxosporidiosis,Henneguya sp.,Myxozoa,Disease uncommon but histologically spore cysts seen in gill filaments (Henneguya sp.) & brain (Kudoa sp.),None known,NA,NA,NA,NA
Thunnus maccoyii,Myxosporidiosis,Kudoa sp.,Myxozoa,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,Myxosporidiosis,Kudoa thunni,Myxozoa,NA,NA,"Mladineo I, MiletiÄ‡ I, BoÄina I. Photobacterium damselae subsp. piscicida outbreak in cage€reared Atlantic bluefin tuna Thunnus thynnus. Journal of aquatic animal health. 2006 Mar;18(1):51-4.","Mladineo, I., Å½iliÄ‡, J. and ÄŒankoviÄ‡, M., 2008. Health survey of Atlantic bluefin tuna, Thunnus thynnus (Linnaeus, 1758), reared in Adriatic cages from 2003 to 2006. Journal of the world aquaculture society, 39(2), pp.281-289.",NA,NA
Salmo salar,Myxosporidiosis,Kudoa thyrsites,Myxozoa,NA,NA,"Di Cicco, E., Ferguson, H.W., Schulze, A.D., Kaukinen, K.H., Li, S., Vanderstichel, R., Wessel, Ã˜., Rimstad, E., Gardner, I.A., Hammell, K.L., Miller, K.M., 2017. Heart and skeletal muscle inflammation (HSMI) disease diagnosed on a British Columbia salmon farm through a longitudinal farm study. PLOS ONE. 12, e0171471.",NA,NA,NA
Oncorhynchus kisutch,Myxosporidiosis,Kudoa thyrsites,Myxozoa,White cysts in muscle; soft flesh texture,No treatment,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C9,NA,NA,NA
Lates calcarifer,Myxosporidiosis,Kudoa sp.,Myxozoa,Disease uncommon but histologically spore cysts seen in gill filaments (Henneguya sp.) & brain (Kudoa sp.),None known,NA,NA,NA,NA
Sciaenops ocellatus,Myxosporidiosis,Myxidium leei,Myxozoa,Spores in the mucosa of the digestive tract; inflammation of the digestive tract; discoloration; scale loss; skin ulcers,No known treatment; disinfection of culture systems; culling of sick fish,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D10,NA,NA,NA
Paralichthys olivaceus,Myxosporidiosis,Parvicapsula ,Myxozoa,NA,NA,https://www.fishbase.se/summary/Paralichthys-olivaceus.html,NA,NA,NA
Dicentrarchus labrax,Myxosporidiosis,Shaerospora testicularis,Myxozoa,Reduced production; reduced growth rate; low mortality,No treatment,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,NA,NA,NA
Dicentrarchus labrax,Myxosporidiosis,Sphaerospora dicentrarchi ,Myxozoa,Reduced production; reduced growth rate; low mortality,No treatment,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,NA,NA,NA
Rachycentron canadum,Myxosporidiosis,Sphaerospora sp.,Myxozoa,Poor appetite & ascites; enlarged kidney exhibiting patches or nodules; skin ulcers; spores in the digestive tract,No known treatment; disinfect system; quarantine affected fish,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D14,NA,NA,NA
Sparus aurata,Myxosporidiosis,Ceratomyxa sparusaurati,Myxozoa,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Sparus aurata,Myxosporidiosis,Enteromyxum leei,Myxozoa,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Sciaenops ocellatus,Myxosporidiosis,Enteromyxum leei,Myxozoa,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Sparus aurata,Parasitic Enteritis,Enteromyxum leei ,Myxozoa,Lethargy; distended abdomen; hyperpigmentation,Avoid stressing fish; no treatment,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,NA,NA,NA
Salmo salar,Whirling disease,Myxobolus cerebralis,Myxozoa,NA,NA,https://en.wikipedia.org/wiki/Myxobolus_cerebralis,NA,NA,NA
Oncorhynchus tshawytscha,Whirling disease,Myxobolus cerebralis,Myxozoa,NA,NA,NA,NA,NA,NA
Oncorhynchus mykiss,Whirling disease,Myxobolus cerebralis,Myxozoa,Darkening of skin; swimming in spinning fashion; deformities around gills and tail fin; death eventually occurs,No treatment; fish must be kept out of infected water; water treated with calcium cyanamide,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D18,NA,NA,NA
Thunnus thynnus,Anisakis infection,Anisakis simplex,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus orientalis,Anisakis infection,Anisakis simplex,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Dicentrarchus labrax,Anisakis infection,Anisakis simplex,Nematoda,Larvae in coelomatic cavity,Correct prophylaxis,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,NA,NA,NA
Thunnus maccoyii,Nematode infection,Capsularia marina,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus orientalis,Nematode infection,Contracaecum sp,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Pagrus auratus,Nematode infection,Cucullanus sp.,Nematoda,NA,NA,"Sharples, A.D., Evans, C.W.J.N.Z.J.o.M., Research, F., 1995. Metazoan parasites of the snapper, Pagrus auratus (Bloch & Schneider, 1801), in New Zealand. 1. Prevalence and abundance. 29, 195-201.",NA,NA,NA
Thunnus orientalis,Nematode infection,Heptachona caudata,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Salmo salar,Nematode infection,Hysterothylacium aduncum,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus thynnus,Nematode infection,Hysterothylacium aduncum,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus maccoyii,Nematode infection,Hysterothylacium cornutum,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus orientalis,Nematode infection,Neorhadinorhynchus nudus,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,Nematode infection,Oncophora melanocephala,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Argyrosomus regius,Nematode infection,Philometra sp.,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,Nematode infection,Philometra sp.,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus maccoyii,Nematode infection,Rhadinorhynchus pristis,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,Nematode infection,Spirurida,Nematoda,NA,NA,NA,NA,NA,NA
Rachycentron canadum,Nematode infection,Anisakis simplex,Nematode,NA,NA,Seafoodwatch,Shih et al. 2010,NA,NA
Lates calcarifer,Chilodonelliasis,Chilodonella hexasticha,Ciliophora,Swimming at water surface; rapid opercula movement; flared opercula; seen in poor environmental conditions & in weakened fish,"Treatment with salt, formalin or potassium permanganate bath or combinations",NA,NA,NA,NA
Salmo salar,Freshwater protozoa,Ichthyobodo necator,Ciliophora,Irritation response; heavy and laboured operculum movements; flashing and rubbing; skin cloudiness caused by excess mucus; focal redness; lethargy,Formalin baths,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A13,NA,NA,NA
Lates calcarifer,Ichthyobodosis (costiasis),Ichthyobodo necator,Ciliophora,'Flashing'; rubbing skin on surfaces; opaque patches on skin; raised scales; swimming at water surface; rapid opercular movements; flared opercula,Treatment with salinity reversal; formalin or potassium permanganate bath,NA,NA,NA,NA
Sparus aurata,NA,Cryptosporidium molnari,Ciliophora,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Sparus aurata,NA,Goussia sparis,Ciliophora,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Sparus aurata,NA,Leptotheca sparidarum,Ciliophora,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Sparus aurata,NA,Polysporoplasma sparis,Ciliophora,NA,NA,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA,NA
Rachycentron canadum,protozoan infections,Vorticella,Ciliophora,NA,NA,(Liao et al. 2004) (Benetti et al. 2008) (Nhu et al. 2011).,NA,NA,NA
Rachycentron canadum,Coccidiosis,Coccidia spp.,Ciliophora,Abdominal swelling; exopthalamy; cysts in liver tissue; varies with organ affected,Treat fish with oral monensin; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D15,NA,NA,NA
Oncorhynchus mykiss,Costiasis,Costia necatrix,Ciliophora,Blue-grey slime on skin which contains parasite,Formalin bath,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D20,NA,NA,NA
Chanos chanos,Cryptobia Infestation,Cryptobiasp.,Ciliophora,Dark coloration; increased mucus build-up; occasional appearance of skin lesions followed by scale loss; difficult or rapid breathing; reduced appetite and weight loss; secondary bacterial infections in advanced stage leading to pale and/or red skin patches and skin & fin rot,Treat with formaldehyde (250 ml/litre) or 10mg/litre malachite green; place infected fish in freshwater bath or treat with effective antibacterial agents,http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A4,NA,NA,NA
Oncorhynchus mykiss,Hexamitaisis Octomitis,Hexamita truttae,Ciliophora,"Lethargic, sinking to bottom of tank where death occurs; some fish make sudden random movements",Feed calomel with food,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D19,NA,NA,NA
Lates calcarifer,Microsporidiosis,Pleistophora sp.,Ciliophora,Raised lumps on skin; soft white nodules in muscle,None known,NA,NA,NA,NA
Gadus morhua,Black-spot,Cryptocotyle lingua,Trematoda,Itching; black spots in skin and fillets; juvenile mortality in extensive culture,Prophylactic measures (pen distance to shore placement; periwinkle removal or avoidance,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Seriola quinqueradiata,Trematode infection,Axine heterocerca,Trematode,"Found in the gills, which may cause a fatal anaemia",Cured with various drugs or by placing the fish in strong salt water (100 €°) for 2 to 4 min,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D17,NA,NA,NA
Sparus aurata,Aquareovirus,Aquareovirus,Virus,None,Low pathogenicity - no treatment,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,NA,NA,NA
Paralichthys olivaceus,Birnavirus infection,YAV,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Salmo salar,Cardiomyopathy syndrome,Piscine myocarditis virus,Virus,NA,NA,"Garseth, Åse Helen, Eirik Biering, and Torstein Tengs. ""Piscine myocarditis virus (PMCV) in wild Atlantic salmon Salmo salar."" Diseases of aquatic organisms 102.2 (2012): 157-161.",NA,NA,NA
Sparus aurata,Distended Gut Syndrome,Virus-like particle,Virus,Distended abdomen; disoriented spinning motion; immobility with the head down,Effective UV treatment of incoming water during first larval stages,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,NA,NA,NA
Salmo salar,Heart and Skeletal Muscle Inflammation ,Piscine reovirus,Virus,NA,NA,"Garseth Ã…H, Fritsvold C, Svendsen JC, Jensen BB, Mikalsen AB. Cardiomyopathy syndrome in Atlantic salmon Salmo salar L.: A review of the current state of knowledge. J Fish Dis. 2018;41:11€“26. https://doi.org/10.1111/jfd.12735",Seawatch,NA,NA
Sparus aurata,Infectious Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=344,NA,NA,NA
Scophthalmus maximus,Infectious Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=376,NA,NA,NA
Dicentrarchus labrax,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,https://www.cabi.org/ISC/datasheet/79273,NA,NA,NA
Oncorhynchus mykiss,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment available; eradicate disease by removal of infected stock,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D14,NA,NA,NA
Salmo salar,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A2,NA,NA,NA
Chanos chanos,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A2,NA,NA,NA
Scophthalmus maximus,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=375,NA,NA,NA
Paralichthys olivaceus,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,https://www.cabi.org/ISC/datasheet/79273,NA,NA,NA
Seriola quinqueradiata,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,https://www.cabi.org/ISC/datasheet/79273,NA,NA,NA
Hippoglossus hippoglossus,Infectious pancreatic necrosis,Infectious pancreatic necrosis virus,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A2,NA,NA,NA
Oncorhynchus tshawytscha,Infectious Salmon Anaemia,Salmon isavirus,Virus,Lethargy; reduced appetite; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater disinfection,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C8,NA,NA,NA
Oncorhynchus kisutch,Infectious Salmon Anaemia,Salmon isavirus,Virus,Lethargy; reduced appetite; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater disinfection,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C8,NA,NA,NA
Oncorhynchus mykiss,Infectious Salmon Anaemia,Salmon isavirus,Virus,Lethargy; reduced appetite; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater disinfection,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C8,NA,NA,NA
Salmo salar,Infectious Salmon Anaemia,Salmon isavirus,Virus,Lethargy; appetite loss; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater treatment,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A0,NA,NA,NA
Gadus morhua,Infectious Salmon Anaemia,Salmon isavirus,Virus,Lethargy; reduced appetite; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater disinfection,NA,NA,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C8,NA
Oncorhynchus tshawytscha,Infective Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,"Erratic swimming eventually floating upside down whilst breathing rapidly after which death occurs; eyes bulge; bleeding from base of pectoral fins, dorsal fin and vent",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D15,NA,NA,NA
Oncorhynchus kisutch,Infective Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,"Erratic swimming eventually floating upside down whilst breathing rapidly after which death occurs; eyes bulge; bleeding from base of pectoral fins, dorsal fin and vent",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D15,NA,NA,NA
Oncorhynchus mykiss,Infective Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,"Erratic swimming eventually floating upside down whilst breathing rapidly after which death occurs; eyes bulge; bleeding from base of pectoral fins, dorsal fin and vent",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D15,NA,NA,NA
Salmo salar,Infective Haematopoietic Necrosis,Infectious haematopoietic necrosis virus,Virus,"Erratic swimming eventually floating upside down whilst breathing rapidly after which death occurs; eyes bulge; bleeding from base of pectoral fins, dorsal fin and vent",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D15,NA,NA,NA
Mugil cephalus,Iridoviral disease,Iridovirus,Virus,Systemic disease; congested fins; increased mucus production; highest mortality at lower temperatures (<24 °C),Vaccination; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C5
Seriola quinqueradiata,Iridovirus infection,VSN,Virus,Abnormally hypertrophic cells in the spleen,Exclude potentially infected fish,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D9,NA,NA,NA
Sparus aurata,Lymphocystis,Iridovirus,Virus,Whitish pseudotumour,Reduce feeding rate; reduce biomass; avoid additional stress on diseased fish; low pathogenicity - no treatment,http://www.fao.org/fishery/culturedspecies/Sparus_aurata/en,https://link.springer.com/content/pdf/10.1007%2Fs10530-008-9269-3.pdf,NA,NA
Sciaenops ocellatus,Lymphocystis,Iridovirus,Virus,"Skin, fins & occasionally gills with enlarged white or pale red dermal fibroblasts (cauliflower-like growths)",No known treatment; disinfection of culture systems; quarantine fish - occasionally the fish will recover on their own; minimize stocking densities,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D11,NA,NA,NA
Rachycentron canadum,Lymphocystis,Iridovirus,Virus,"Reported during nursery stage; skin, fins & gills with white, bumpy growths",No known treatment; disinfect system; quarantine fish,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D16,NA,NA,NA
Lateolabrax japonicus,Lymphocystis,Iridovirus,Virus,"Skin, fins & occasionally gills with enlarged white or pale red dermal fibroblasts (cauliflower-like growths)",No known treatment; disinfection of culture systems; quar,"Kihara, H., 1991. Iridovirus infectious disease of yellowtail, Seriola quinqueradiata. J. Yoshoku, disease leaflet no. 164.",NA,NA,NA
Pagrus auratus,Lymphocystis,Iridovirus,Virus,NA,NA,NA,NA,NA,NA
Larimichthys crocea,Lymphocystis,Iridovirus,Virus,"Reported during nursery stage; skin, fins & gills with white, bumpy growths",No known treatment; disinfect system; quarantine fish,"Chen, X.H., Lin, K.B., Wang, X.W., 2003. Outbreaks of an iridovirus disease in maricultured large yellow croaker, Larimichthys crocea (Richardson), in China. 26, 615-619.",NA,NA,NA
Lates calcarifer,Lymphocystis,Lymphocystis disease virus,Virus,Wart-like growths on skin & fins; generally only fatal if infection severe & associated with very poor environmental conditions,Removal of infected fish; improved environment,NA,NA,NA,NA
Lateolabrax japonicus,Lymphocystis disease,Lymphocystis disease virus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Lymphocystis disease,Lymphocystis disease virus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Lymphocystis disease,Lymphocystis disease virus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sebastes schlegelii,Lymphocystis disease,Lymphocystis disease virus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Seriola quinqueradiata,Lymphocystis disease,Lymphocystis disease virus,Virus,NA,NA,NA,NA,NA,NA
Oncorhynchus tshawytscha,NA,Aquatic birnavirus,Virus,NA,NA,NA,NA,NA,NA
Paralichthys olivaceus,NA,Paralichthys olivaceus rhabdovirus,Virus,NA,NA,https://www.fishbase.se/summary/Paralichthys-olivaceus.html,NA,NA,NA
Oncorhynchus mykiss,Oncorhynchus Masou Virus Disease,Oncorhynchus masou virus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=495,NA,NA,NA
Oncorhynchus kisutch,Pancreatic disease,Salmon Alpha Virus,Virus,NA,NA,NA,NA,NA,NA
Oncorhynchus mykiss,Pancreatic disease,Salmon Alpha Virus,Virus,NA,NA,NA,NA,NA,NA
Salmo salar,Pancreatic disease,Salmon Alpha Virus,Virus,NA,NA,NA,NA,NA,NA
Seriola quinqueradiata,Pancreatic-hepatic necrosis,YAV,Virus,Moribund fry show anaemic gills; haemorrhaging in the liver; ascites; and petechiae in the pyloric caeca,Exclude potentially infected fish,http://www.fao.org/fishery/culturedspecies/Seriola_quinqueradiata/en#tcNA00D10,NA,NA,NA
Sciaenops ocellatus,Red Sea Bream Iridoviral Disease,Iridovirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=315,NA,NA,NA
Rachycentron canadum,Red Sea Bream Iridoviral Disease,Iridovirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=346,NA,NA,NA
Pagrus auratus,Red seabream iridoviral disease,Red sea bream iridovirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Paralichthys olivaceus,Rhabdoviral infection,Hirame rhabdovirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Sparus aurata,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=345,NA,NA,NA
Salmo salar,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,NA,NA,NA,NA
Scophthalmus maximus,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=374,NA,NA,NA
Sciaenops ocellatus,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=315,NA,NA,NA
Rachycentron canadum,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=346,NA,NA,NA
Dicentrarchus labrax,Viral encephalo-retinopathy,Nodavirus,Virus,Nervous symptoms,Good prophylaxis; good husbandry conditions,http://www.fao.org/fishery/culturedspecies/Dicentrarchus_labrax/en#tcNA013A,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=287,NA,NA
Paralichthys olivaceus,Viral epidermal hyperplasia,Flounder herpesvirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Oncorhynchus mykiss,Viral Haemorrhagic Septicaemia,Viral hemorrhagic septicemia virus,Virus,"Bulging eyes and, in some cases, bleeding eyes; pale gills; swollen abdomen; lethargy",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D16,NA,NA,NA
Salmo salar,Viral Haemorrhagic Septicaemia,Viral hemorrhagic septicemia virus,Virus,"Bulging eyes and, in some cases, bleeding eyes; pale gills; swollen abdomen; lethargy",No treatment; statutory controls; vaccines being developed,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A1,NA,NA,NA
Scophthalmus maximus,Viral Haemorrhagic Septicaemia,Viral hemorrhagic septicemia virus,Virus,"Bulging eyes and, in some cases, bleeding eyes; pale gills; swollen abdomen; lethargy",No treatment; statutory controls; vaccines being developed,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=373,NA,NA,NA
Paralichthys olivaceus,Viral Haemorrhagic Septicaemia,Viral hemorrhagic septicemia virus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Lates calcarifer,Viral nervous necrosis,Lates calcariferencephalitis virus,Virus,Pale or dark colouration; erratic swimming behaviour; spiral swimming; bloating; 'fainting'; extensive vacuolation of the brain & spinal cord; generally encountered during hatchery phase,Screening of broodstock; low larval rearing densities; optimal larval nutrition; improved broodstock nutrition; improved hatchery hygiene,NA,NA,NA,NA
Sciaenops ocellatus,Viral nervous necrosis,Nodavirus,Virus,"Erratic swimming (spiralling, whirling); neuronal necrosis; swim bladder hyperinflation; darkened colour; reduced feeding","No known treatment; disinfection of culture systems between batches of fish (culture water - UV, ozone; materials - chlorine); culling of sick fish",http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D9,NA,NA,NA
Lateolabrax japonicus,Viral nervous necrosis,Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
Pagrus auratus,Viral nervous necrosis,Piscine nodavirus,Virus,NA,NA,"Park, S, 2009. Disease control in Korean aquaculture. 44, 19-23.",NA,NA,NA
